date,sunset time (CST)
2009-01-25,1715
2009-01-26,1716
2009-01-27,1718
2009-01-28,1719
2009-01-29,1720
2009-01-30,1721
2009-01-31,1722
2009-02-01,1723
2009-02-02,1724
2009-02-03,1726
2009-02-04,1727
2009-02-05,1728
2009-02-06,1729
2009-02-07,1730
2009-02-08,1731
2009-02-09,1732
2009-02-10,1734
2009-02-11,1735
2009-02-12,1736
2009-02-13,1737
2009-02-14,1738
2009-02-15,1739
2009-02-16,1740
2009-02-17,1741
2009-02-18,1742
2009-02-19,1744
2009-02-20,1745
2009-02-21,1746
2009-02-22,1747
2009-02-23,1748
2009-02-24,1749
2009-02-25,1750
2009-02-26,1751
2009-02-27,1752
2009-02-28,1753
2009-03-01,1754
2009-03-02,1755
2009-03-03,1756
2009-03-04,1757
2009-03-05,1758
2009-03-06,1759
2009-03-07,1800
2009-03-08,1801
2009-03-09,1802
2009-03-10,1803
2009-03-11,1804
2009-03-12,1805
2009-03-13,1806
2009-03-14,1807
2009-03-15,1808
2009-03-16,1809
2009-03-17,1810
2009-03-18,1811
2009-03-19,1812
2009-03-20,1813
2009-03-21,1814
2009-03-22,1815
2009-03-23,1816
2009-03-24,1817
2009-03-25,1818
2009-03-26,1819
2009-03-27,1820
2009-03-28,1821
2009-03-29,1822
2009-03-30,1823
2009-03-31,1824
2009-04-01,1825
2009-04-02,1826
2009-04-03,1827
2009-04-04,1828
2009-04-05,1828
2009-04-06,1829
2009-04-07,1830
2009-04-08,1831
2009-04-09,1832
2009-04-10,1833
2009-04-11,1834
2009-04-12,1835
2009-04-13,1836
2009-04-14,1837
2009-04-15,1838
2009-04-16,1839
2009-04-17,1840
2009-04-18,1841
2009-04-19,1842
2009-04-20,1843
2009-04-21,1844
2009-04-22,1845
2009-04-23,1846
2009-04-24,1847
2009-04-25,1848
2009-04-26,1849
2009-04-27,1849
2009-04-28,1850
2009-04-29,1851
2009-04-30,1852
2009-05-01,1853
2009-05-02,1854
2009-05-03,1855
2009-05-04,1856
2009-05-05,1857
2009-05-06,1858
2009-05-07,1859
2009-05-08,1900
2009-05-09,1901
2009-05-10,1902
2009-05-11,1903
2009-05-12,1904
2009-05-13,1904
2009-05-14,1905
2009-05-15,1906
2009-05-16,1907
2009-05-17,1908
2009-05-18,1909
2009-05-19,1910
2009-05-20,1911
2009-05-21,1911
2009-05-22,1912
2009-05-23,1913
2009-05-24,1914
2009-05-25,1915
2009-05-26,1915
2009-05-27,1916
2009-05-28,1917
2009-05-29,1918
2009-05-30,1918
2009-05-31,1919
2009-06-01,1920
2009-06-02,1921
2009-06-03,1921
2009-06-04,1922
2009-06-05,1922
2009-06-06,1923
2009-06-07,1924
2009-06-08,1924
2009-06-09,1925
2009-06-10,1925
2009-06-11,1926
2009-06-12,1926
2009-06-13,1926
2009-06-14,1927
2009-06-15,1927
2009-06-16,1928
2009-06-17,1928
2009-06-18,1928
2009-06-19,1929
2009-06-20,1929
2009-06-21,1929
2009-06-22,1929
2009-06-23,1929
2009-06-24,1929
2009-06-25,1929
2009-06-26,1930
2009-06-27,1930
2009-06-28,1930
2009-06-29,1930
2009-06-30,1929
2009-07-01,1929
2009-07-02,1929
2009-07-03,1929
2009-07-04,1929
2009-07-05,1929
2009-07-06,1928
2009-07-07,1928
2009-07-08,1928
2009-07-09,1927
2009-07-10,1927
2009-07-11,1927
2009-07-12,1926
2009-07-13,1926
2009-07-14,1925
2009-07-15,1925
2009-07-16,1924
2009-07-17,1924
2009-07-18,1923
2009-07-19,1922
2009-07-20,1922
2009-07-21,1921
2009-07-22,1920
2009-07-23,1919
2009-07-24,1919
2009-07-25,1918
2009-07-26,1917
2009-07-27,1916
2009-07-28,1915
2009-07-29,1914
2009-07-30,1913
2009-07-31,1912
2009-08-01,1911
2009-08-02,1910
2009-08-03,1909
2009-08-04,1908
2009-08-05,1907
2009-08-06,1906
2009-08-07,1905
2009-08-08,1904
2009-08-09,1902
2009-08-10,1901
2009-08-11,1900
2009-08-12,1859
2009-08-13,1857
2009-08-14,1856
2009-08-15,1855
2009-08-16,1854
2009-08-17,1852
2009-08-18,1851
2009-08-19,1850
2009-08-20,1848
2009-08-21,1847
2009-08-22,1845
2009-08-23,1844
2009-08-24,1843
2009-08-25,1841
2009-08-26,1840
2009-08-27,1838
2009-08-28,1837
2009-08-29,1835
2009-08-30,1834
2009-08-31,1832
2009-09-01,1831
2009-09-02,1829
2009-09-03,1828
2009-09-04,1826
2009-09-05,1825
2009-09-06,1823
2009-09-07,1821
2009-09-08,1820
2009-09-09,1818
2009-09-10,1817
2009-09-11,1815
2009-09-12,1814
2009-09-13,1812
2009-09-14,1810
2009-09-15,1809
2009-09-16,1807
2009-09-17,1806
2009-09-18,1804
2009-09-19,1802
2009-09-20,1801
2009-09-21,1759
2009-09-22,1758
2009-09-23,1756
2009-09-24,1754
2009-09-25,1753
2009-09-26,1751
2009-09-27,1750
2009-09-28,1748
2009-09-29,1747
2009-09-30,1745
2009-10-01,1743
2009-10-02,1742
2009-10-03,1740
2009-10-04,1739
2009-10-05,1737
2009-10-06,1736
2009-10-07,1734
2009-10-08,1733
2009-10-09,1731
2009-10-10,1730
2009-10-11,1728
2009-10-12,1727
2009-10-13,1725
2009-10-14,1724
2009-10-15,1722
2009-10-16,1721
2009-10-17,1720
2009-10-18,1718
2009-10-19,1717
2009-10-20,1715
2009-10-21,1714
2009-10-22,1713
2009-10-23,1712
2009-10-24,1710
2009-10-25,1709
2009-10-26,1708
2009-10-27,1706
2009-10-28,1705
2009-10-29,1704
2009-10-30,1703
2009-10-31,1702
2009-11-01,1701
2009-11-02,1700
2009-11-03,1658
2009-11-04,1657
2009-11-05,1656
2009-11-06,1655
2009-11-07,1654
2009-11-08,1653
2009-11-09,1653
2009-11-10,1652
2009-11-11,1651
2009-11-12,1650
2009-11-13,1649
2009-11-14,1648
2009-11-15,1648
2009-11-16,1647
2009-11-17,1646
2009-11-18,1646
2009-11-19,1645
2009-11-20,1644
2009-11-21,1644
2009-11-22,1643
2009-11-23,1643
2009-11-24,1642
2009-11-25,1642
2009-11-26,1641
2009-11-27,1641
2009-11-28,1641
2009-11-29,1641
2009-11-30,1640
2009-12-01,1640
2009-12-02,1640
2009-12-03,1640
2009-12-04,1640
2009-12-05,1640
2009-12-06,1640
2009-12-07,1640
2009-12-08,1640
2009-12-09,1640
2009-12-10,1640
2009-12-11,1640
2009-12-12,1640
2009-12-13,1640
2009-12-14,1641
2009-12-15,1641
2009-12-16,1641
2009-12-17,1642
2009-12-18,1642
2009-12-19,1642
2009-12-20,1643
2009-12-21,1643
2009-12-22,1644
2009-12-23,1644
2009-12-24,1645
2009-12-25,1646
2009-12-26,1646
2009-12-27,1647
2009-12-28,1648
2009-12-29,1648
2009-12-30,1649
2009-12-31,1650
2010-01-01,1651
2010-01-02,1651
2010-01-03,1652
2010-01-04,1653
2010-01-05,1654
2010-01-06,1655
2010-01-07,1656
2010-01-08,1657
2010-01-09,1658
2010-01-10,1659
2010-01-11,1700
2010-01-12,1701
2010-01-13,1702
2010-01-14,1703
2010-01-15,1704
2010-01-16,1705
2010-01-17,1706
2010-01-18,1707
2010-01-19,1708
2010-01-20,1709
2010-01-21,1710
2010-01-22,1712
2010-01-23,1713
2010-01-24,1714
2010-01-25,1715
2010-01-26,1716
2010-01-27,1717
2010-01-28,1718
2010-01-29,1720
2010-01-30,1721
2010-01-31,1722
2010-02-01,1723
2010-02-02,1724
2010-02-03,1725
2010-02-04,1726
2010-02-05,1728
2010-02-06,1729
2010-02-07,1730
2010-02-08,1731
2010-02-09,1732
2010-02-10,1733
2010-02-11,1734
2010-02-12,1736
2010-02-13,1737
2010-02-14,1738
2010-02-15,1739
2010-02-16,1740
2010-02-17,1741
2010-02-18,1742
2010-02-19,1743
2010-02-20,1744
2010-02-21,1745
2010-02-22,1747
2010-02-23,1748
2010-02-24,1749
2010-02-25,1750
2010-02-26,1751
2010-02-27,1752
2010-02-28,1753
2010-03-01,1754
2010-03-02,1755
2010-03-03,1756
2010-03-04,1757
2010-03-05,1758
2010-03-06,1759
2010-03-07,1800
2010-03-08,1801
2010-03-09,1802
2010-03-10,1803
2010-03-11,1804
2010-03-12,1805
2010-03-13,1806
2010-03-14,1807
2010-03-15,1808
2010-03-16,1809
2010-03-17,1810
2010-03-18,1811
2010-03-19,1812
2010-03-20,1813
2010-03-21,1814
2010-03-22,1815
2010-03-23,1816
2010-03-24,1817
2010-03-25,1818
2010-03-26,1819
2010-03-27,1820
2010-03-28,1821
2010-03-29,1822
2010-03-30,1823
2010-03-31,1823
2010-04-01,1824
2010-04-02,1825
2010-04-03,1826
2010-04-04,1827
2010-04-05,1828
2010-04-06,1829
2010-04-07,1830
2010-04-08,1831
2010-04-09,1832
2010-04-10,1833
2010-04-11,1834
2010-04-12,1835
2010-04-13,1836
2010-04-14,1837
2010-04-15,1838
2010-04-16,1839
2010-04-17,1840
2010-04-18,1841
2010-04-19,1842
2010-04-20,1843
2010-04-21,1844
2010-04-22,1844
2010-04-23,1845
2010-04-24,1846
2010-04-25,1847
2010-04-26,1848
2010-04-27,1849
2010-04-28,1850
2010-04-29,1851
2010-04-30,1852
2010-05-01,1853
2010-05-02,1854
2010-05-03,1855
2010-05-04,1856
2010-05-05,1857
2010-05-06,1858
2010-05-07,1859
2010-05-08,1900
2010-05-09,1901
2010-05-10,1901
2010-05-11,1902
2010-05-12,1903
2010-05-13,1904
2010-05-14,1905
2010-05-15,1906
2010-05-16,1907
2010-05-17,1908
2010-05-18,1909
2010-05-19,1910
2010-05-20,1910
2010-05-21,1911
2010-05-22,1912
2010-05-23,1913
2010-05-24,1914
2010-05-25,1915
2010-05-26,1915
2010-05-27,1916
2010-05-28,1917
2010-05-29,1918
2010-05-30,1918
2010-05-31,1919
2010-06-01,1920
2010-06-02,1920
2010-06-03,1921
2010-06-04,1922
2010-06-05,1922
2010-06-06,1923
2010-06-07,1923
2010-06-08,1924
2010-06-09,1925
2010-06-10,1925
2010-06-11,1926
2010-06-12,1926
2010-06-13,1926
2010-06-14,1927
2010-06-15,1927
2010-06-16,1928
2010-06-17,1928
2010-06-18,1928
2010-06-19,1928
2010-06-20,1929
2010-06-21,1929
2010-06-22,1929
2010-06-23,1929
2010-06-24,1929
2010-06-25,1929
2010-06-26,1930
2010-06-27,1930
2010-06-28,1930
2010-06-29,1930
2010-06-30,1929
2010-07-01,1929
2010-07-02,1929
2010-07-03,1929
2010-07-04,1929
2010-07-05,1929
2010-07-06,1928
2010-07-07,1928
2010-07-08,1928
2010-07-09,1928
2010-07-10,1927
2010-07-11,1927
2010-07-12,1926
2010-07-13,1926
2010-07-14,1925
2010-07-15,1925
2010-07-16,1924
2010-07-17,1924
2010-07-18,1923
2010-07-19,1922
2010-07-20,1922
2010-07-21,1921
2010-07-22,1920
2010-07-23,1920
2010-07-24,1919
2010-07-25,1918
2010-07-26,1917
2010-07-27,1916
2010-07-28,1915
2010-07-29,1914
2010-07-30,1913
2010-07-31,1912
2010-08-01,1911
2010-08-02,1910
2010-08-03,1909
2010-08-04,1908
2010-08-05,1907
2010-08-06,1906
2010-08-07,1905
2010-08-08,1904
2010-08-09,1903
2010-08-10,1901
2010-08-11,1900
2010-08-12,1859
2010-08-13,1858
2010-08-14,1857
2010-08-15,1855
2010-08-16,1854
2010-08-17,1853
2010-08-18,1851
2010-08-19,1850
2010-08-20,1849
2010-08-21,1847
2010-08-22,1846
2010-08-23,1844
2010-08-24,1843
2010-08-25,1841
2010-08-26,1840
2010-08-27,1839
2010-08-28,1837
2010-08-29,1836
2010-08-30,1834
2010-08-31,1833
2010-09-01,1831
2010-09-02,1830
2010-09-03,1828
2010-09-04,1826
2010-09-05,1825
2010-09-06,1823
2010-09-07,1822
2010-09-08,1820
2010-09-09,1819
2010-09-10,1817
2010-09-11,1816
2010-09-12,1814
2010-09-13,1812
2010-09-14,1811
2010-09-15,1809
2010-09-16,1808
2010-09-17,1806
2010-09-18,1804
2010-09-19,1803
2010-09-20,1801
2010-09-21,1800
2010-09-22,1758
2010-09-23,1756
2010-09-24,1755
2010-09-25,1753
2010-09-26,1752
2010-09-27,1750
2010-09-28,1748
2010-09-29,1747
2010-09-30,1745
2010-10-01,1744
2010-10-02,1742
2010-10-03,1741
2010-10-04,1739
2010-10-05,1738
2010-10-06,1736
2010-10-07,1735
2010-10-08,1733
2010-10-09,1732
2010-10-10,1730
2010-10-11,1729
2010-10-12,1727
2010-10-13,1726
2010-10-14,1724
2010-10-15,1723
2010-10-16,1721
2010-10-17,1720
2010-10-18,1719
2010-10-19,1717
2010-10-20,1716
2010-10-21,1714
2010-10-22,1713
2010-10-23,1712
2010-10-24,1711
2010-10-25,1709
2010-10-26,1708
2010-10-27,1707
2010-10-28,1706
2010-10-29,1704
2010-10-30,1703
2010-10-31,1702
2010-11-01,1701
2010-11-02,1700
2010-11-03,1659
2010-11-04,1658
2010-11-05,1657
2010-11-06,1656
2010-11-07,1655
2010-11-08,1654
2010-11-09,1653
2010-11-10,1652
2010-11-11,1651
2010-11-12,1650
2010-11-13,1649
2010-11-14,1649
2010-11-15,1648
2010-11-16,1647
2010-11-17,1646
2010-11-18,1646
2010-11-19,1645
2010-11-20,1644
2010-11-21,1644
2010-11-22,1643
2010-11-23,1643
2010-11-24,1642
2010-11-25,1642
2010-11-26,1642
2010-11-27,1641
2010-11-28,1641
2010-11-29,1641
2010-11-30,1640
2010-12-01,1640
2010-12-02,1640
2010-12-03,1640
2010-12-04,1640
2010-12-05,1640
2010-12-06,1640
2010-12-07,1640
2010-12-08,1640
2010-12-09,1640
2010-12-10,1640
2010-12-11,1640
2010-12-12,1640
2010-12-13,1640
2010-12-14,1640
2010-12-15,1641
2010-12-16,1641
2010-12-17,1641
2010-12-18,1642
2010-12-19,1642
2010-12-20,1643
2010-12-21,1643
2010-12-22,1644
2010-12-23,1644
2010-12-24,1645
2010-12-25,1645
2010-12-26,1646
2010-12-27,1647
2010-12-28,1647
2010-12-29,1648
2010-12-30,1649
2010-12-31,1650
2011-01-01,1650
2011-01-02,1651
2011-01-03,1652
2011-01-04,1653
2011-01-05,1654
2011-01-06,1655
2011-01-07,1656
2011-01-08,1657
2011-01-09,1658
2011-01-10,1659
2011-01-11,1700
2011-01-12,1701
2011-01-13,1702
2011-01-14,1703
2011-01-15,1704
2011-01-16,1705
2011-01-17,1706
2011-01-18,1707
2011-01-19,1708
2011-01-20,1709
2011-01-21,1710
2011-01-22,1711
2011-01-23,1712
2011-01-24,1714
2011-01-25,1715
2011-01-26,1716
2011-01-27,1717
2011-01-28,1718
2011-01-29,1719
2011-01-30,1720
2011-01-31,1722
2011-02-01,1723
2011-02-02,1724
2011-02-03,1725
2011-02-04,1726
2011-02-05,1727
2011-02-06,1728
2011-02-07,1730
2011-02-08,1731
2011-02-09,1732
2011-02-10,1733
2011-02-11,1734
2011-02-12,1735
2011-02-13,1736
2011-02-14,1738
2011-02-15,1739
2011-02-16,1740
2011-02-17,1741
2011-02-18,1742
2011-02-19,1743
2011-02-20,1744
2011-02-21,1745
2011-02-22,1746
2011-02-23,1747
2011-02-24,1748
2011-02-25,1750
2011-02-26,1751
2011-02-27,1752
2011-02-28,1753
2011-03-01,1754
2011-03-02,1755
2011-03-03,1756
2011-03-04,1757
2011-03-05,1758
2011-03-06,1759
2011-03-07,1800
2011-03-08,1801
2011-03-09,1802
2011-03-10,1803
2011-03-11,1804
2011-03-12,1805
2011-03-13,1806
2011-03-14,1807
2011-03-15,1808
2011-03-16,1809
2011-03-17,1810
2011-03-18,1811
2011-03-19,1812
2011-03-20,1813
2011-03-21,1814
2011-03-22,1815
2011-03-23,1816
2011-03-24,1817
2011-03-25,1818
2011-03-26,1818
2011-03-27,1819
2011-03-28,1820
2011-03-29,1821
2011-03-30,1822
2011-03-31,1823
2011-04-01,1824
2011-04-02,1825
2011-04-03,1826
2011-04-04,1827
2011-04-05,1828
2011-04-06,1829
2011-04-07,1830
2011-04-08,1831
2011-04-09,1832
2011-04-10,1833
2011-04-11,1834
2011-04-12,1835
2011-04-13,1836
2011-04-14,1837
2011-04-15,1838
2011-04-16,1839
2011-04-17,1839
2011-04-18,1840
2011-04-19,1841
2011-04-20,1842
2011-04-21,1843
2011-04-22,1844
2011-04-23,1845
2011-04-24,1846
2011-04-25,1847
2011-04-26,1848
2011-04-27,1849
2011-04-28,1850
2011-04-29,1851
2011-04-30,1852
2011-05-01,1853
2011-05-02,1854
2011-05-03,1855
2011-05-04,1856
2011-05-05,1857
2011-05-06,1858
2011-05-07,1859
2011-05-08,1859
2011-05-09,1900
2011-05-10,1901
2011-05-11,1902
2011-05-12,1903
2011-05-13,1904
2011-05-14,1905
2011-05-15,1906
2011-05-16,1907
2011-05-17,1908
2011-05-18,1908
2011-05-19,1909
2011-05-20,1910
2011-05-21,1911
2011-05-22,1912
2011-05-23,1913
2011-05-24,1914
2011-05-25,1914
2011-05-26,1915
2011-05-27,1916
2011-05-28,1917
2011-05-29,1917
2011-05-30,1918
2011-05-31,1919
2011-06-01,1920
2011-06-02,1920
2011-06-03,1921
2011-06-04,1922
2011-06-05,1922
2011-06-06,1923
2011-06-07,1923
2011-06-08,1924
2011-06-09,1924
2011-06-10,1925
2011-06-11,1925
2011-06-12,1926
2011-06-13,1926
2011-06-14,1927
2011-06-15,1927
2011-06-16,1927
2011-06-17,1928
2011-06-18,1928
2011-06-19,1928
2011-06-20,1929
2011-06-21,1929
2011-06-22,1929
2011-06-23,1929
2011-06-24,1929
2011-06-25,1929
2011-06-26,1930
2011-06-27,1930
2011-06-28,1930
2011-06-29,1930
2011-06-30,1930
2011-07-01,1929
2011-07-02,1929
2011-07-03,1929
2011-07-04,1929
2011-07-05,1929
2011-07-06,1929
2011-07-07,1928
2011-07-08,1928
2011-07-09,1928
2011-07-10,1927
2011-07-11,1927
2011-07-12,1926
2011-07-13,1926
2011-07-14,1926
2011-07-15,1925
2011-07-16,1924
2011-07-17,1924
2011-07-18,1923
2011-07-19,1923
2011-07-20,1922
2011-07-21,1921
2011-07-22,1920
2011-07-23,1920
2011-07-24,1919
2011-07-25,1918
2011-07-26,1917
2011-07-27,1916
2011-07-28,1916
2011-07-29,1915
2011-07-30,1914
2011-07-31,1913
2011-08-01,1912
2011-08-02,1911
2011-08-03,1910
2011-08-04,1909
2011-08-05,1908
2011-08-06,1906
2011-08-07,1905
2011-08-08,1904
2011-08-09,1903
2011-08-10,1902
2011-08-11,1901
2011-08-12,1859
2011-08-13,1858
2011-08-14,1857
2011-08-15,1856
2011-08-16,1854
2011-08-17,1853
2011-08-18,1852
2011-08-19,1850
2011-08-20,1849
2011-08-21,1847
2011-08-22,1846
2011-08-23,1845
2011-08-24,1843
2011-08-25,1842
2011-08-26,1840
2011-08-27,1839
2011-08-28,1837
2011-08-29,1836
2011-08-30,1834
2011-08-31,1833
2011-09-01,1831
2011-09-02,1830
2011-09-03,1828
2011-09-04,1827
2011-09-05,1825
2011-09-06,1824
2011-09-07,1822
2011-09-08,1821
2011-09-09,1819
2011-09-10,1817
2011-09-11,1816
2011-09-12,1814
2011-09-13,1813
2011-09-14,1811
2011-09-15,1810
2011-09-16,1808
2011-09-17,1806
2011-09-18,1805
2011-09-19,1803
2011-09-20,1802
2011-09-21,1800
2011-09-22,1758
2011-09-23,1757
2011-09-24,1755
2011-09-25,1754
2011-09-26,1752
2011-09-27,1750
2011-09-28,1749
2011-09-29,1747
2011-09-30,1746
2011-10-01,1744
2011-10-02,1743
2011-10-03,1741
2011-10-04,1740
2011-10-05,1738
2011-10-06,1736
2011-10-07,1735
2011-10-08,1733
2011-10-09,1732
2011-10-10,1730
2011-10-11,1729
2011-10-12,1727
2011-10-13,1726
2011-10-14,1725
2011-10-15,1723
2011-10-16,1722
2011-10-17,1720
2011-10-18,1719
2011-10-19,1717
2011-10-20,1716
2011-10-21,1715
2011-10-22,1713
2011-10-23,1712
2011-10-24,1711
2011-10-25,1710
2011-10-26,1708
2011-10-27,1707
2011-10-28,1706
2011-10-29,1705
2011-10-30,1703
2011-10-31,1702
2011-11-01,1701
2011-11-02,1700
2011-11-03,1659
2011-11-04,1658
2011-11-05,1657
2011-11-06,1656
2011-11-07,1655
2011-11-08,1654
2011-11-09,1653
2011-11-10,1652
2011-11-11,1651
2011-11-12,1650
2011-11-13,1650
2011-11-14,1649
2011-11-15,1648
2011-11-16,1647
2011-11-17,1647
2011-11-18,1646
2011-11-19,1645
2011-11-20,1645
2011-11-21,1644
2011-11-22,1643
2011-11-23,1643
2011-11-24,1643
2011-11-25,1642
2011-11-26,1642
2011-11-27,1641
2011-11-28,1641
2011-11-29,1641
2011-11-30,1640
2011-12-01,1640
2011-12-02,1640
2011-12-03,1640
2011-12-04,1640
2011-12-05,1640
2011-12-06,1640
2011-12-07,1640
2011-12-08,1640
2011-12-09,1640
2011-12-10,1640
2011-12-11,1640
2011-12-12,1640
2011-12-13,1640
2011-12-14,1640
2011-12-15,1641
2011-12-16,1641
2011-12-17,1641
2011-12-18,1642
2011-12-19,1642
2011-12-20,1643
2011-12-21,1643
2011-12-22,1644
2011-12-23,1644
2011-12-24,1645
2011-12-25,1645
2011-12-26,1646
2011-12-27,1647
2011-12-28,1647
2011-12-29,1648
2011-12-30,1649
2011-12-31,1649
2012-01-01,1650
2012-01-02,1651
2012-01-03,1652
2012-01-04,1653
2012-01-05,1654
2012-01-06,1654
2012-01-07,1655
2012-01-08,1656
2012-01-09,1657
2012-01-10,1658
2012-01-11,1659
2012-01-12,1700
2012-01-13,1701
2012-01-14,1702
2012-01-15,1703
2012-01-16,1704
2012-01-17,1705
2012-01-18,1707
2012-01-19,1708
2012-01-20,1709
2012-01-21,1710
2012-01-22,1711
2012-01-23,1712
2012-01-24,1713
2012-01-25,1714
2012-01-26,1716
2012-01-27,1717
2012-01-28,1718
2012-01-29,1719
2012-01-30,1720
2012-01-31,1721
2012-02-01,1722
2012-02-02,1724
2012-02-03,1725
2012-02-04,1726
2012-02-05,1727
2012-02-06,1728
2012-02-07,1729
2012-02-08,1730
2012-02-09,1732
2012-02-10,1733
2012-02-11,1734
2012-02-12,1735
2012-02-13,1736
2012-02-14,1737
2012-02-15,1738
2012-02-16,1739
2012-02-17,1741
2012-02-18,1742
2012-02-19,1743
2012-02-20,1744
2012-02-21,1745
2012-02-22,1746
2012-02-23,1747
2012-02-24,1748
2012-02-25,1749
2012-02-26,1750
2012-02-27,1751
2012-02-28,1752
2012-02-29,1753
2012-03-01,1755
2012-03-02,1756
2012-03-03,1757
2012-03-04,1758
2012-03-05,1759
2012-03-06,1800
2012-03-07,1801
2012-03-08,1802
2012-03-09,1803
2012-03-10,1804
2012-03-11,1805
2012-03-12,1806
2012-03-13,1807
2012-03-14,1808
2012-03-15,1809
2012-03-16,1810
2012-03-17,1811
2012-03-18,1811
2012-03-19,1812
2012-03-20,1813
2012-03-21,1814
2012-03-22,1815
2012-03-23,1816
2012-03-24,1817
2012-03-25,1818
2012-03-26,1819
2012-03-27,1820
2012-03-28,1821
2012-03-29,1822
2012-03-30,1823
2012-03-31,1824
2012-04-01,1825
2012-04-02,1826
2012-04-03,1827
2012-04-04,1828
2012-04-05,1829
2012-04-06,1830
2012-04-07,1831
2012-04-08,1832
2012-04-09,1833
2012-04-10,1833
2012-04-11,1834
2012-04-12,1835
2012-04-13,1836
2012-04-14,1837
2012-04-15,1838
2012-04-16,1839
2012-04-17,1840
2012-04-18,1841
2012-04-19,1842
2012-04-20,1843
2012-04-21,1844
2012-04-22,1845
2012-04-23,1846
2012-04-24,1847
2012-04-25,1848
2012-04-26,1849
2012-04-27,1850
2012-04-28,1851
2012-04-29,1852
2012-04-30,1853
2012-05-01,1854
2012-05-02,1854
2012-05-03,1855
2012-05-04,1856
2012-05-05,1857
2012-05-06,1858
2012-05-07,1859
2012-05-08,1900
2012-05-09,1901
2012-05-10,1902
2012-05-11,1903
2012-05-12,1904
2012-05-13,1905
2012-05-14,1906
2012-05-15,1906
2012-05-16,1907
2012-05-17,1908
2012-05-18,1909
2012-05-19,1910
2012-05-20,1911
2012-05-21,1912
2012-05-22,1913
2012-05-23,1913
2012-05-24,1914
2012-05-25,1915
2012-05-26,1916
2012-05-27,1916
2012-05-28,1917
2012-05-29,1918
2012-05-30,1919
2012-05-31,1919
2012-06-01,1920
2012-06-02,1921
2012-06-03,1921
2012-06-04,1922
2012-06-05,1923
2012-06-06,1923
2012-06-07,1924
2012-06-08,1924
2012-06-09,1925
2012-06-10,1925
2012-06-11,1926
2012-06-12,1926
2012-06-13,1927
2012-06-14,1927
2012-06-15,1927
2012-06-16,1928
2012-06-17,1928
2012-06-18,1928
2012-06-19,1929
2012-06-20,1929
2012-06-21,1929
2012-06-22,1929
2012-06-23,1929
2012-06-24,1929
2012-06-25,1930
2012-06-26,1930
2012-06-27,1930
2012-06-28,1930
2012-06-29,1930
2012-06-30,1929
2012-07-01,1929
2012-07-02,1929
2012-07-03,1929
2012-07-04,1929
2012-07-05,1929
2012-07-06,1928
2012-07-07,1928
2012-07-08,1928
2012-07-09,1927
2012-07-10,1927
2012-07-11,1927
2012-07-12,1926
2012-07-13,1926
2012-07-14,1925
2012-07-15,1925
2012-07-16,1924
2012-07-17,1923
2012-07-18,1923
2012-07-19,1922
2012-07-20,1921
2012-07-21,1921
2012-07-22,1920
2012-07-23,1919
2012-07-24,1918
2012-07-25,1918
2012-07-26,1917
2012-07-27,1916
2012-07-28,1915
2012-07-29,1914
2012-07-30,1913
2012-07-31,1912
2012-08-01,1911
2012-08-02,1910
2012-08-03,1909
2012-08-04,1908
2012-08-05,1907
2012-08-06,1906
2012-08-07,1904
2012-08-08,1903
2012-08-09,1902
2012-08-10,1901
2012-08-11,1900
2012-08-12,1858
2012-08-13,1857
2012-08-14,1856
2012-08-15,1855
2012-08-16,1853
2012-08-17,1852
2012-08-18,1851
2012-08-19,1849
2012-08-20,1848
2012-08-21,1846
2012-08-22,1845
2012-08-23,1844
2012-08-24,1842
2012-08-25,1841
2012-08-26,1839
2012-08-27,1838
2012-08-28,1836
2012-08-29,1835
2012-08-30,1833
2012-08-31,1832
2012-09-01,1830
2012-09-02,1829
2012-09-03,1827
2012-09-04,1826
2012-09-05,1824
2012-09-06,1823
2012-09-07,1821
2012-09-08,1819
2012-09-09,1818
2012-09-10,1816
2012-09-11,1815
2012-09-12,1813
2012-09-13,1812
2012-09-14,1810
2012-09-15,1808
2012-09-16,1807
2012-09-17,1805
2012-09-18,1804
2012-09-19,1802
2012-09-20,1800
2012-09-21,1759
2012-09-22,1757
2012-09-23,1756
2012-09-24,1754
2012-09-25,1752
2012-09-26,1751
2012-09-27,1749
2012-09-28,1748
2012-09-29,1746
2012-09-30,1745
2012-10-01,1743
2012-10-02,1741
2012-10-03,1740
2012-10-04,1738
2012-10-05,1737
2012-10-06,1735
2012-10-07,1734
2012-10-08,1732
2012-10-09,1731
2012-10-10,1729
2012-10-11,1728
2012-10-12,1726
2012-10-13,1725
2012-10-14,1723
2012-10-15,1722
2012-10-16,1721
2012-10-17,1719
2012-10-18,1718
2012-10-19,1716
2012-10-20,1715
2012-10-21,1714
2012-10-22,1712
2012-10-23,1711
2012-10-24,1710
2012-10-25,1709
2012-10-26,1707
2012-10-27,1706
2012-10-28,1705
2012-10-29,1704
2012-10-30,1703
2012-10-31,1701
2012-11-01,1700
2012-11-02,1659
2012-11-03,1658
2012-11-04,1657
2012-11-05,1656
2012-11-06,1655
2012-11-07,1654
2012-11-08,1653
2012-11-09,1652
2012-11-10,1651
2012-11-11,1651
2012-11-12,1650
2012-11-13,1649
2012-11-14,1648
2012-11-15,1647
2012-11-16,1647
2012-11-17,1646
2012-11-18,1645
2012-11-19,1645
2012-11-20,1644
2012-11-21,1644
2012-11-22,1643
